,Original index,list-of-matched-UEs.ueId,cellObjectID,timestamp,pm-Containers.numberOfActive-UEs,list-of-matched-UEs.rrcEvent,list-of-matched-UEs.pmType,list-of-matched-UEs.measResultNeighCells.resultsSSB-Cell.sinr,list-of-matched-UEs.measResultNeighCells.physCellId,Test ID
204,347,b'00007',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,4.0,4
205,348,b'00007',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
206,349,b'00007',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
207,350,b'00004',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,59.0,5.0,4
208,351,b'00004',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,3.0,4
209,352,b'00004',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
210,353,b'00006',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,4
211,354,b'00006',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
212,355,b'00006',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
213,356,b'00009',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,4
214,357,b'00009',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,4.0,4
215,358,b'00009',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
216,359,b'00011',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,3.0,4
217,360,b'00011',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,4
218,361,b'00011',NRCellCU,1700747241.9073842,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
219,369,b'00012',NRCellCU,1700747241.942895,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,73.0,2.0,4
220,370,b'00012',NRCellCU,1700747241.942895,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,42.0,5.0,4
221,371,b'00012',NRCellCU,1700747241.942895,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
222,373,b'00002',NRCellCU,1700747241.990548,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,4
223,374,b'00002',NRCellCU,1700747241.990548,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,2.0,4
224,375,b'00002',NRCellCU,1700747241.990548,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,4
225,376,b'00010',NRCellCU,1700747241.990548,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,4.0,4
226,377,b'00010',NRCellCU,1700747241.990548,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,2.0,4
227,378,b'00010',NRCellCU,1700747241.990548,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
228,379,b'00001',NRCellCU,1700747241.990548,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,72.0,2.0,4
229,380,b'00001',NRCellCU,1700747241.990548,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,4
230,381,b'00001',NRCellCU,1700747241.990548,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,4
231,396,b'00007',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,4.0,4
232,397,b'00007',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,4
233,398,b'00007',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
234,399,b'00005',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,4
235,400,b'00005',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,4
236,401,b'00005',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
237,402,b'00004',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,56.0,5.0,4
238,403,b'00004',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,4
239,404,b'00004',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
240,405,b'00006',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,5.0,4
241,406,b'00006',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
242,407,b'00006',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
243,408,b'00011',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,4
244,409,b'00011',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,5.0,4
245,410,b'00011',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
246,411,b'00009',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,3.0,4
247,412,b'00009',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,4.0,4
248,413,b'00009',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
249,414,b'00001',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,5.0,4
250,415,b'00001',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,4
251,416,b'00001',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
252,417,b'00012',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,5.0,4
253,418,b'00012',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,4
254,419,b'00012',NRCellCU,1700747270.2721498,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
255,428,b'00002',NRCellCU,1700747270.3275664,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,4
256,429,b'00002',NRCellCU,1700747270.3275664,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,2.0,4
257,430,b'00002',NRCellCU,1700747270.3275664,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,4
258,431,b'00010',NRCellCU,1700747270.3275664,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,2.0,4
259,432,b'00010',NRCellCU,1700747270.3275664,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,4.0,4
260,433,b'00010',NRCellCU,1700747270.3275664,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
261,434,b'00003',NRCellCU,1700747270.3275664,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,2.0,4
262,435,b'00003',NRCellCU,1700747270.3275664,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,4
263,436,b'00003',NRCellCU,1700747270.3275664,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,4
264,451,b'00012',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,4
265,452,b'00012',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,4
266,453,b'00012',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
267,454,b'00009',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,4.0,4
268,455,b'00009',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,4
269,456,b'00009',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,5.0,4
270,457,b'00006',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,5.0,4
271,458,b'00006',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
272,459,b'00006',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
273,460,b'00011',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,4
274,461,b'00011',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,5.0,4
275,462,b'00011',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
276,463,b'00007',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,4.0,4
277,464,b'00007',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,3.0,4
278,465,b'00007',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
279,466,b'00004',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,56.0,5.0,4
280,467,b'00004',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,4
281,468,b'00004',NRCellCU,1700747294.6048863,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
282,475,b'00002',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,4
283,476,b'00002',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,4
284,477,b'00002',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
285,478,b'00001',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,4
286,479,b'00001',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,4
287,480,b'00001',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
288,481,b'00003',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,93.0,2.0,4
289,482,b'00003',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,4
290,483,b'00003',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,4
291,484,b'00010',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,68.0,2.0,4
292,485,b'00010',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,4.0,4
293,486,b'00010',NRCellCU,1700747294.6723597,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
294,491,b'00005',NRCellCU,1700747294.7080295,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,2.0,4
295,492,b'00005',NRCellCU,1700747294.7080295,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,4
296,493,b'00005',NRCellCU,1700747294.7080295,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
297,506,b'00006',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,4
298,507,b'00006',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
299,508,b'00006',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
300,509,b'00012',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,4
301,510,b'00012',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,5.0,4
302,511,b'00012',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
303,512,b'00011',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,4
304,513,b'00011',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,4
305,514,b'00011',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
306,515,b'00010',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,4
307,516,b'00010',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,4.0,4
308,517,b'00010',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
309,518,b'00007',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,4.0,4
310,519,b'00007',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,3.0,4
311,520,b'00007',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
312,521,b'00003',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,5.0,4
313,522,b'00003',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,4
314,523,b'00003',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,4
315,524,b'00009',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,4
316,525,b'00009',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,4.0,4
317,526,b'00009',NRCellCU,1700747322.9949236,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
318,534,b'00005',NRCellCU,1700747323.0413418,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,2.0,4
319,535,b'00005',NRCellCU,1700747323.0413418,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,4
320,536,b'00005',NRCellCU,1700747323.0413418,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
321,537,b'00001',NRCellCU,1700747323.0413418,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,4
322,538,b'00001',NRCellCU,1700747323.0413418,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,4
323,539,b'00001',NRCellCU,1700747323.0413418,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,4
324,542,b'00002',NRCellCU,1700747323.0822833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,4
325,543,b'00002',NRCellCU,1700747323.0822833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,2.0,4
326,544,b'00002',NRCellCU,1700747323.0822833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,4
327,545,b'00004',NRCellCU,1700747323.0822833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,58.0,2.0,4
328,546,b'00004',NRCellCU,1700747323.0822833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,4
329,547,b'00004',NRCellCU,1700747323.0822833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
330,561,b'00003',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,46.0,5.0,4
331,562,b'00003',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,4
332,563,b'00003',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,4
333,564,b'00012',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,3.0,4
334,565,b'00012',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,5.0,4
335,566,b'00012',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,4
336,567,b'00011',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,3.0,4
337,568,b'00011',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,4
338,569,b'00011',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
339,570,b'00010',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,5.0,4
340,571,b'00010',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,4.0,4
341,572,b'00010',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
342,573,b'00006',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,5.0,4
343,574,b'00006',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,3.0,4
344,575,b'00006',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
345,576,b'00009',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,4
346,577,b'00009',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,4.0,4
347,578,b'00009',NRCellCU,1700747347.363113,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
348,585,b'00002',NRCellCU,1700747347.409833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,4
349,586,b'00002',NRCellCU,1700747347.409833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,4
350,587,b'00002',NRCellCU,1700747347.409833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,4
351,588,b'00004',NRCellCU,1700747347.409833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,47.0,2.0,4
352,589,b'00004',NRCellCU,1700747347.409833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,4
353,590,b'00004',NRCellCU,1700747347.409833,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
354,593,b'00005',NRCellCU,1700747347.4531214,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,4
355,594,b'00005',NRCellCU,1700747347.4531214,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,5.0,4
356,595,b'00005',NRCellCU,1700747347.4531214,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
357,596,b'00001',NRCellCU,1700747347.4531214,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,4
358,597,b'00001',NRCellCU,1700747347.4531214,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,2.0,4
359,598,b'00001',NRCellCU,1700747347.4531214,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,4.0,4
360,601,b'00007',NRCellCU,1700747347.4863143,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,2.0,4
361,602,b'00007',NRCellCU,1700747347.4863143,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
362,603,b'00007',NRCellCU,1700747347.4863143,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
363,616,b'00006',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,4
364,617,b'00006',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,4
365,618,b'00006',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
366,619,b'00012',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,4
367,620,b'00012',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,4
368,621,b'00012',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,4
369,622,b'00009',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,4
370,623,b'00009',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,4
371,624,b'00009',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,5.0,4
372,625,b'00011',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,4
373,626,b'00011',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,5.0,4
374,627,b'00011',NRCellCU,1700747375.7484336,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
375,632,b'00005',NRCellCU,1700747375.7995362,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,2.0,4
376,633,b'00005',NRCellCU,1700747375.7995362,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,5.0,4
377,634,b'00005',NRCellCU,1700747375.7995362,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
378,635,b'00010',NRCellCU,1700747375.7995362,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,42.0,5.0,4
379,636,b'00010',NRCellCU,1700747375.7995362,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,4
380,637,b'00010',NRCellCU,1700747375.7995362,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,4
381,638,b'00001',NRCellCU,1700747375.7995362,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,5.0,4
382,639,b'00001',NRCellCU,1700747375.7995362,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,4
383,640,b'00001',NRCellCU,1700747375.7995362,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,4
384,644,b'00003',NRCellCU,1700747375.85209,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,4
385,645,b'00003',NRCellCU,1700747375.85209,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,2.0,4
386,646,b'00003',NRCellCU,1700747375.85209,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
387,647,b'00004',NRCellCU,1700747375.85209,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,51.0,2.0,4
388,648,b'00004',NRCellCU,1700747375.85209,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
389,649,b'00004',NRCellCU,1700747375.85209,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
390,650,b'00002',NRCellCU,1700747375.85209,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,3.0,4
391,651,b'00002',NRCellCU,1700747375.85209,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,4
392,652,b'00002',NRCellCU,1700747375.85209,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,4.0,4
393,656,b'00007',NRCellCU,1700747375.885828,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,2.0,4
394,657,b'00007',NRCellCU,1700747375.885828,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
395,658,b'00007',NRCellCU,1700747375.885828,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
396,671,b'00007',NRCellCU,1700747400.1304846,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,4
397,672,b'00007',NRCellCU,1700747400.1304846,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,3.0,4
398,673,b'00007',NRCellCU,1700747400.1304846,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,4
399,675,b'00009',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,4
400,676,b'00009',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,4.0,4
401,677,b'00009',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,5.0,4
402,678,b'00012',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,4
403,679,b'00012',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,5.0,4
404,680,b'00012',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,4
405,681,b'00011',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,4
406,682,b'00011',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,5.0,4
407,683,b'00011',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
408,684,b'00006',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,5.0,4
409,685,b'00006',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,4
410,686,b'00006',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
411,687,b'00005',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,3.0,4
412,688,b'00005',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,5.0,4
413,689,b'00005',NRCellCU,1700747400.2067587,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
414,695,b'00003',NRCellCU,1700747400.2917602,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,2.0,4
415,696,b'00003',NRCellCU,1700747400.2917602,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,4
416,697,b'00003',NRCellCU,1700747400.2917602,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,4
